NumIters,Seconds,LearningRate,accuracy,loss
0.0,3.837652,0.0001,0.0,84.7452
1000.0,108.629875,0.0001,0.44,1.71507
2000.0,209.463028,0.0001,0.5,1.58627
3000.0,315.693132,0.0001,0.51,1.45824
4000.0,412.718366,0.0001,0.52,1.3949
5000.0,512.466885,0.0001,0.55,1.28833
6000.0,609.422248,0.0001,0.56,1.1675
7000.0,709.442909,0.0001,0.61,1.0086
8000.0,807.161938,0.0001,0.67,0.885979
9000.0,906.392977,0.0001,0.68,0.775226
